rating,headline,text,author,date,location,verified_buyer,would_recommend
5,Powerhouse - Buy it! No regrets.,"I have upgraded from a 15"" 4070 to this 18"" 5080. Handling 4K resolution at max graphics better then i expected. Black Myth Wukong sits between 30-45FPS. I'm currently playing Kingdom Come Deliverance 2 on ""experimental"" settings and not noticing any problems with frame rate at 2560 x 1600 Be wary of the surface you put the laptop onto. The bottom can get scratched if you put it on a rugged surface. I left mine on a metal mouse mat and the edges of the mouse mat caught it and caused some scuff marks. Its heavy, but comfortable on the lap. It does get toasty, not uncomfortable at all but you do start to sweat. I would recommend you find an appropriate tray to keep you cool. My previous 4070 laptop would regularly run at 90+ degrees and you couldn't touch the laptop for long without burning yourself. I haven't had that experience here. If you were unsure about the mechanical keyboard, just do it! If you're a touch typist like myself, you won't notice you're using an American layout keyboard. Its well worth the money and has made typing on this machine so much nicer.",GenGenAtro,6 months ago,From Birmingham,Yes,Yes
5,Great computer and customer service,"I had a great experience ordering my system over the phone with very positive customer service and helpful attitude as well as quick build of my system , shipping and receipt.",The Great Oz,6 months ago,From Raleigh NC,Yes,Yes
5,I would buy Alienware products all the time,Perfect product & customer service! I sincerely thank the warm and professional service provided by MARY MARTINA. Always using Alienware products!!!,Forever Young,6 months ago,"From Philadelphia, PA",Yes,Yes
5,"Upgraded from a 4070 to a 5080, amazing!","I've had the laptop for a few days and have run a few benchmarks on recent games I want to play. I'm happy with the performance sitting around 45 FPS for Black Myth Wukong at 4K maxed out settings, realistically you won't want to have everything maxed, so dial it down and have a consistent 60FPS. The wrist rest is very comfortable. The 18"" screen fills your field of view and doesn't feel small. The laptop is heavy, charger is small. Mechanical keyboard feels and sounds great.",AlienAtrox,6 months ago,,Yes,Yes
4,Alienware 18 Area-51 for industrial field service,"Cross-shopped this laptop with Dell business class laptops and Panasonic offerings for rough business use. When you add extended service contract costs and compare features, Alienware is competitive despite high purchase cost. I operate in the desert southwest. When I am forced to work outside in 100+ Â°F and direct sunlight, the screen affords a wider viewing angle like no others, and the advanced cooling system design helps a lot. Indoors, the cooling system is relevant in industrial hot zones. This system with the power brick is over 12 lbs, but I always pack a lot more than that to a job site.",rck,15 days ago,From arizona,Yes,Yes
4,Amazing Laptop with one flaw.,Needed a new gaming laptop & after A LOT of research settled on this Alienware 18 Area51. Easy to spec on website & easy checkout. Kept well informed by email & text during ordering & building. Laptop arrived TWO WEEKS later well packaged. Looks stunning & very well built. Hasn't miss a beat with gaming & keeps cool throughout. Be Aware: Dell's global courier (DP World) are appalling. Tracking was useless. No facility to upgrade to better courier on Dell's website! Lets down the purchase.,Podman,17 days ago,,Yes,Yes
4,The only Alien I love!,"Fantastic gaming, and office machine.",KC,17 days ago,From Colorado,Yes,Yes
4,Very Solid Laptop (So Far),"I've really been enjoying this laptop so far. The performance is great, and the laptop stays pretty cool even while I'm playing demanding games like Battlefield 6 or Alan Wake 2. I also love the keyboard, it's significantly better than the keyboard on my old Lenovo Legion laptop. My only real (but still fairly minor) complaint is with the screen, the resolution is fine but the dynamic range is definitely lacking. Not enough to really bother me, but I was hoping for a little more for Alienware's highest end laptop. Overall very happy, and if in a few years Alienware announces a new version of this laptop with an improved screen I could definitely see myself upgrading!",Patch,25 days ago,,Yes,Yes
4,"Great, with blemishes","Overall, awesome laptop. The performance has exceeded my expectations. The build quality is top notch. Issues I've found: The screen backlight is very noticeable in blacks. The material used for the case is a grease magnet and easily scratched. The laptop would randomly crash / close out of some games. The Alienware command center app is not user friendly. Happy with the product, but for the price I wanted it to run flawlessly. I can live with the screen, but not the random performance.",Matthew,26 days ago,,Yes,Yes
4,It's okay,The laptop overall is a beautiful piece of equipment but slightly high for its price. When I originally got the laptop I had numerous issues with the sound driver. And other issues with programs crashing. Ran a few updates seems okay so far.,Jay Jay,2 months ago,,Yes,Yes
4,Shipped damaged,This is the fourth Alienware laptop I have bought for gaming while driving a truck all across the country. This laptop runs great and does what I wanted from it. My only complaint is it was shipped with cosmetic damage. From the photo below you can see the inner box it was packaged in was clearly damaged but it was shipped anyway. The actual damage is basically cosmetic and I didn't raise any issues due to not wanting to deal with the delay of returning the product for replacement.,Tom,2 months ago,,Yes,Yes
4,Good,Simulation,Buster,2 months ago,From MN,Yes,Yes
4,Excellent Hardware,"This 18"" laptop is superb. There was a task I avoided using my old Asus laptop for because the screen was too small and was underpowered in other ways. I waited repeatedly, and what should have been an enjoyable process resulted in my frustration. That task is now a pleasure again using this new laptop!",Richard,2 months ago,From Toronto,Yes,Yes
4,It's a great laptop for gaming and other activities,"When I ordered this Area-51 18 inch laptop I thought it would come with the fan and touch pad LEDs. When it arrived and did not have them I had to look deeper at the description to see that those only came with certain graphic card systems. The laptop pictures on the Dell website showed those additional LEDs, but it wasn't clear in the description that those were only on certain models. I was disappointed when the laptop arrived and those weren't on it. I would have ordered a different system with those included had it been made more apparent on the site. I'm not unhappy with the laptop, just disappointed that the LEDs are not a part of it.",Disappointed,2 months ago,From Maryland,Yes,Yes
4,Could do better,Received my laptop as promised. Was disappointed at the sound. For a gaming laptop with all the top choices would expect the sound to be better and louder. Even with an external base speaker volume limited. The other disappointment was the box it came in. This is a box you expect to see on the shelf not during shipment. Notifies any and all what's being shipped and could sprout legs at any point leaving the customer hi and dry. Expect more from a premium computer maker,Alex,2 months ago,"From Lufkin, tx",Yes,Yes
4,Solid gaming laptop but long load times,"Demoed one of these laptops at PAX West and it performed pretty well in-game, but it took a few minutes to get into Counter-Strike 2",pax25,3 months ago,,Yes,
4,Perfect laptop ever,Love the startup goes really fast,Meow,3 months ago,From Seattle,Yes,Yes
4,Seems good for gaming,"I test played Stray on it at PAX and it was very smooth. The graphics looked great. The laptop was huge! And incredibly heavy. Which, if you travel a lot, might turn into a huge burned. But if you're a dedicated gamer and streamer, I'm sure this has the horsepower to keep you going",Sam,3 months ago,"From Seattle, WA",Yes,Yes
4,"Decent build quality, hefty","I'm a fan of Alienware and this seems like their standard bread and butter laptop: good build quality, graphics are smooth and good fan system. I'll consider this in the future for a purchase",Ravenwood,3 months ago,From Seattle,Yes,Yes
4,Games on the go,"Little baggy on beginning animation of the game. Overall, it will be good with the full keyboard. Weight is a concern when traveling, so make sure it is durable but able to be a good solution to those who want to be on the move.",VI AS,3 months ago,"From Seattle, wa",Yes,Yes
4,Laptop games,I never heard it. It never run forever. And wifi power.,Shinn,3 months ago,"From Lynnwood, WA",Yes,No
4,Perfect for college,"Would be great for college and gaming, and good for fun with friends.",Kenz,3 months ago,From Washington,Yes,Yes
4,Like most laptops hand placement are awkward,Clunky but it is pc 2,Jordy,3 months ago,"From Vancouver, BC",Yes,Yes
4,Limited fans,It works well but seems to overheat. Like the colored touch pad,Lassy,3 months ago,"From Seattle, wa",Yes,Yes
4,Great for kids,Son loved it at pax. Highly recommend,Mbtran,3 months ago,From Seattle wa,Yes,Yes
4,Smooth,Laptop was good quality and smooth gaming performance.,Rileyrat5x,3 months ago,From Seattle wa,Yes,Yes
4,Nice to play on,"Nice to play on, didn't experience any lag but it did take a while for games to open",JJ,3 months ago,,Yes,Yes
4,Nice laptop,Had a rocky start with booting up games but framerate was smooth after,CptKeen,3 months ago,From Seattle,Yes,Yes
4,Great keyboard feel,I like it for gaming,Jimbo,3 months ago,,Yes,Yes
4,Laptop,It was fast and great,Jon,3 months ago,"From Seattle, wa",Yes,Yes
4,good,laptop is a littbit hot,pao,3 months ago,From seattle,Yes,Yes
4,Pretty good,Laptop was good but runs a little hot while using a mouse.,Ed,3 months ago,"From Seattle, WA",Yes,Yes
4,Very Smooth for Gaming,Really nice,Trick,3 months ago,,Yes,Yes
4,Pretty good,Ran fortnight perfectly,Navia the fortnite god,3 months ago,From Seattle,Yes,Yes
4,Runs hot,Performance is great but the system run extremely hot. Key board is decent but nothing new.,N8,3 months ago,,Yes,Yes
4,Little experience but seems fine,Nice laptop,Chey,3 months ago,,Yes,Yes
4,Good for an office,I felt while it did run smoothly it tended to overheat,J,3 months ago,From Federal way wa,Yes,Yes
4,Solid computer,Super responsive and over great quality!,Tony,3 months ago,From Seattle,Yes,Yes
4,Amazing laptop,Great laptop for any gamer,Rosa,3 months ago,,Yes,Yes
4,Laptop,It was good and fast.,Xtr04elaine,3 months ago,"From Seattle, wa",Yes,Yes
4,Alien ðŸ‘½ hardware,Head set was comfy and has good quality,Ace,3 months ago,From Seattle,Yes,Yes
4,Very easy to use,"Very easy to use, nice graphics",Ten,3 months ago,,Yes,Yes
4,Alienware,Very cool much pc,Brooksie,3 months ago,"From Tacoma, wa",Yes,No
4,Having issues but not sure if it's hardware,"The machine runs great but I had it crash a few times on a daily basis. Trying to figure out if it's software or hardware. The sound is crap, to be honest, compared to my asus pro art laptop that is half the price.",Jooooo,3 months ago,,Yes,No
4,Excellent device. One battery concern,"I have purchased this product to train AI models. I will be starting that soon. Meanwhile, I notice that the battery very rapidly drains out from 30% to 8% (always 8%). Appreciate an investigation!",PunnyQuote,4 months ago,"From Mumbai, India",Yes,Yes
4,Alienware m18 with RTX 5090 â€“ Powerhouse or Price Trap?,"The Alienware m18 is an impressive laptop â€” no doubt. It's ideal for creators and professionals who need strong mobile performance, or gamers who want desktop-like power in one portable machine. But make no mistake: this is not true 5090 performance. For the same money, a desktop would give you 30â€“40% more raw power. If mobility matters, and money is no issue, this is one of the best laptops you can buy. If you're expecting a true desktop replacement? You'll be left a bit underwhelmed. Rating: 4.1/5 Premium, portable, powerful â€” but not a full desktop killer.",The Illusion 5090,4 months ago,,Yes,No
4,"Excellent hardware, software not so much.",We have had to reinstall the software several times and are just hoping that is is now stable enough to be useful,jan,4 months ago,From Alberta,Yes,Yes
4,Almost Perfect...,"The Alienware 18 Area-51 laptop is a beautifully designed laptop with exceptional performance, especially with the MX Cherry keyboard! It's a joy to work on. The one knock is the battery life.",PJ,5 months ago,"From Orange County, CA",Yes,Yes
4,Out of This World Awesome,"Due to my newly acquired nomadic lifestyle, I desperately needed a portable desktop. CES came along and I waited for all major brands to release their top teir offerings. Every single one did not have the build quality, features, and specs in the same pricepoint other than the Alienware. The team behind this product not only knocked it out of the park, but out of this world! Although, my unit did arrive with a tiny scratch at the top cover, the laptop performs above and beyond my expectations.",Gary W,5 months ago,,Yes,Yes
4,Powerhouse with minor problems.,"Computer works great for VR. Gaming wise, Nvidia is still fixing the drivers. Apparently there's a problem where having alot of extra vram makes some games act weird. I was seriously disappointed my favorite game crashes immediately so I can't play it ever again; I think it has to do with Nvidia dropping physics support in the new graphics cards. Also the alienware command center is broke AF. Beyond trying to reinstall, it's hit or miss that it'll work. I expect most of the software bugs to be fixed with time so I'd consider them minor flaws. I think for the price point, the reliability of dell, and quality/performance I would recommend this over every other gaming laptop.",Gamer,6 months ago,From USA,Yes,Yes
3,Gaming machine,The computer is working good however I am having some issues with it but support is dragging there feet trying to help me with it,Ez,4 days ago,,Yes,No
3,"Love the laptop, but...","I love this laptop, it seems to perform well. However, from day one out of the box the RGB on one of the cooling fans does not function. Other than that it is a great machine.",Stu,1 month ago,From Lathrop,Yes,Yes
3,Powerful specs inside stylish laptop let down down by screen,"I got this laptop to replace my 8 year old XPS. I wasn't keen on Dell's new design of the XPS and wanted something that could house the latest generation of Nvidia GPU's. The Area 51 (18inch) ticked all the boxes - the chassis is well designed and looks very stylish indeed. So far I am very impressed with it and its thermal control when playing games appears to be very good for a laptop. I was left disappointed by the screen quality however. I had to return my first delivery as there was clearly a dead pixel (or a few) in the corner of the screen. I didn't notice any backlight bleed (BLB), but I only had the laptop on for a short time and had used it in a bright room. There are no dead pixels on the second one I ordered and kept, but the backlight bleeding and ips glow is noticeable when the screen is showing dark colours or if I'm not sat in a bright room. Reducing the brightness does help, but it's clear to see if I haven't got a light on. I understand that BLB and IPS glow are to be expected to some degree with this type of screen, but I would say the extent I have with my Area 51 laptop is the worst I've ever seen on an IPS screen and just barely acceptable for product in this price range. It's a shame really when everything else is so good. Perhaps I'm expecting too much from the technology, but when your paying several thousand for a laptop it should look and feel premium all over. Outside of dark colours, the screen does indeed look very good with no noticeable blemishes. I prefer to have an IPS screen for a laptop that's going to be used for games and music production/performance (over say an OLED which would cost a lot more and has it's own issues). I am happy enough with my purchase and hope this laptop will last as long as the last one I owned (the XPS felt flawless and was half the price). I just wonder if Dell could've done a better job ensuring the quality of the screen was on a par with the rest of the laptop prior to shipping. I would recommend it to someone who's prime consideration is having a portible, powerful machine with a well designed chassis for keeping all that tech cool. For anyone after superb visual fidelity without compromise on a laptop screen, look elsewhere.",Jo,3 months ago,From Northern Ireland,Yes,
3,Gaming,Good for gaming,s,3 months ago,From washington,Yes,Yes
3,Hot potato,Hot side vent cooking my mouse hand,Pandaboss,3 months ago,,Yes,No
3,The power I expect with the problems I expect,Powerful gaming laptop that can play just about anything with ease but it's still pretty heavy and bulky when compared to similarly powerful machines. Doesn't get as hot as some so that's nice. The demo area was loud so I can't speak to how quiet it not the fan is. It did blue screen on me at the end of my demo.,Sylvias,3 months ago,From Seattle,Yes,Yes
3,Good but can be improved,I like the LEDs but not the vent design. Don't like soft touch finish around keyboard. Need webcam cover. Need EGPU compatibility!!!,Jun,3 months ago,From Seattle,Yes,Yes
3,Got a bit laggy,Got a little laggy after playing Doom for a while,Frank,3 months ago,,Yes,Yes
3,Is a good but hot laptop,The games runs smoothly but the fan on the right side make the mouse get really hot!,Guzinanda,3 months ago,From Seattle,Yes,No
3,Battery life is not what they say,"Amazing laptop with superb build and finishing. I love it's performance too. I am a VFX professional and it handled renders and 3D Scenes really well. But, the Alienware command center and the dell support center is really buggy. And battery life is really really bad. 2 hours of screen time no matter how light work you do. 2 to 2:30 max with light browsing or watching a movie. If you do anything slightly heavier than that then do rely one battery.",Rakesh,4 months ago,,Yes,Yes
3,Slow Boot Time,I am not a gamer. I use this producit for home office. I think the appearance is great. I am disappointed in performance of the laptop.,tracit99,6 months ago,"From Hartselle, AL",Yes,No
2,"Great looks, unstable performance","My alienware laptop looks great. I love the keyboard. But it is unstable. Games always crashes, cannot multitask from one simple game to google. It will either hang or crash. I am returning my laptop.",vLAD,13 days ago,,Yes,No
2,A $3000+ Boat Anchor,I cannot connect to network resources. My old Dell 5550 never had any problems setting it up and connecting to network resources.,Theo,2 months ago,"From Colorado Springs, CO",Yes,No
2,it's glitchy,the screen is not working properly tehran the laptop se idle the screens starts to glitch out and the brightness and volume keys aren't working properly,rudy,2 months ago,From NJ,Yes,No
2,frustrating,"Well lets begin Positive about that: Thats pretty powerful ( ofc because not cheap ) pretty well design, delivered so fast. Negative: Lets start from beginning: when i launch for the first time screen was keep lagging and turning off, its so overheating in high performance games so if you would like to play some modern games without cooling pad impossible. Its so overpricing stuff. About noise understandable but same like airplane engine. ACC app keep crashing and lagging, sometimes its just unreal to log on to turn on or off something, just keep loading, also at the same time keyboard binds like volume changing or changing the screen brightness etc ofc not working as well. And biggest disappointing about volume problems. Volume in random moment once a day turn off and blocks without possible way to turn on or off or change volume, helps only rebooting sometimes or reinstalling drivers. All drivers working good any broken moments just randomly turn off. Thank you.",vvHyGodmode,3 months ago,From Winnipeg,Yes,No
2,Looks alright,"Saw product at pax, it looks meh",Bob,3 months ago,,Yes,No
2,"Heavy, expensive and a dust magnet",Pros: - Stylish and cool look with LEDs. - Good specs (AMD or 285HX options would've been nicer). - Has G-sync. Cons: - Too expensive. - Too heavy. - A dust magnet with all of these vents and fans.,Solidus,5 months ago,From Alberta,Yes,No
2,Very Disappointed,"I absolutely love Alienware Laptops I have always had them! But.... This is my second Alienware laptop I had to return!! I don't know if it's just me but I have had bad luck with these NEW Alienware Laptops. both laptops I've had at different times had major freezing issues, the computers would just completely freeze up! And I'm not sure if anybody else has had issues like this, One day I would love to go back to an Alienware but for now I need to go with a different brand!",Michael,5 months ago,,Yes,No
2,The After Purchase Support It is Horrible,"The thing is that I bought a Computer and on the Cart says, It comes with Doom: Dark Ages, it is the 4th time I Buy a Dell Computer, and they are not responsibile for those games, HORRIBLE SERVICE",Benny,5 months ago,,Yes,No
2,"$10,000 Laptop, Dell decided to cheap out and not use DHL.","team global express lost my item for 48 hours. ""can you please describe what the package looks like?"" (C) Team Global Express.",STE,6 months ago,From Melbourne,Yes,No
2,"Solid laptop, overall experience ruined by marketing team",Purchased this on release with only two options of 5070 Ti and 5080 cards - however when delivered marketing conveniently released 5090 gfx card option a couple weeks later - Unreal Anyone running a small business in animation knows that the video card makes a SIGNIFICANT impact on decision making purchase process. Kudos to the team who designed the hardware - however marketing team ruined experience with outdated and unrealistic return policy for sole business owners unacceptable in 2025,Jay,6 months ago,,Yes,Yes
1,Dell does not care if you buy from them so go elsewhere.,The PC wouldn't let me make a backup drive and they do not care to help you even though they are working. When you point out their hours to them they will tell you to hold for the next available person knowing they are not going to help you. Once I got that message I submitted for a return. They don't care about you or how much you waste on their pc's so go elsewhere.,AL,1 month ago,From Home,Yes,No
1,Horrible Service,Trying to set up my payment but nobody can help me obtain my account number. I have been put on hold numerous times for them to come back to ask me more security questions. Then put on another hold to get my request resolved. I'm done! I'm giving my honest review wherever I'm asked to leave reviews. The customer service is horrible!,Corey,1 month ago,,Yes,No
1,Alienware 18 Area-51 Gaming Laptop Arrived Broken,"The laptop charged once and was not able to be charged again. Apparently, the charging port was either defective, broken or not installed correctly. Service tech broke the laptop further when trying to fix it. Not what I was expecting for a $4K+ gaming rig.",Older and Wiser,2 months ago,From Michigan,Yes,No
1,Dell so screwed up it has to be on its way out of business,"I was supposed to get this laptop weeks ago, but Dell did not ship it to the correct address. I never received it. Customer Care out the window. To much chaos to detail in a limited character text box",Jeff,2 months ago,From TX,Yes,No
1,Bad Battery,"Battery does not ever fully fill. I drained it completely after receiving it, then charged it for 12hours and the battery only shows 96% full. I have drained it again and tried charging for 24 hours and the same thing.",A,2 months ago,,Yes,No
1,Junk!,"Froze out of the box, did factory reset just to freez up up again! Sent it back to Dell when contacted Customer Care Team for resolution I was told in some wired tongue to go ""pound sand"" I guess Dell forgot it is trying to sell something! So I took it step further and asked AI to tell me about Dell's Customer Care Team complaints and here is sample. You cannot make this stuff up if you tried. I'll go second my hard earned money elsewhere!!",MrtR1,3 months ago,,Yes,No
1,Abysmal,"Alienware 18 area 51 laptop faulty upon reciept, ages messing around with tech support on the second day of ownership - made it worse! Refund asked for. Customer support also useless.",Billy,3 months ago,From Wales,No,No
1,Received my product broken with no help from support,I received my product with a broken 8 key. I paid more for the upgraded keyboard; so this was especially frustrating. Order support transferred me to Technical Support who pushed me back to Orders.,Sam,3 months ago,"From Waterford, CT",Yes,No
1,Damaged Screen,"I've had 3 previous Alienware laptops and been generally satisfied. However, I've experienced problems with my current model which Tech struggled to support. I decided I'd invest nearly $12,000 AUD on an upgraded AW18 Area 51. It took about 3 weeks to arrive. The day after I received it I went to set it up and there is a damaged pixel in the middle of the screen! Imagine, surely they'd check that before dispatching! I'm so annoyed it's been about 3 weeks now and I still haven't contacted them!!!",Disgusted!,3 months ago,From Victoria,Yes,No
1,Poor performance,"Not sure if I just happened to have gotten a dud but on the day it arrived, and doing all the updates, games wouldn't play well even with a 5090. Graphics card kept making that chime noise when connect or disconnect a device when starting games. Wasn't happy at all and sent it back. May try another one if they go back on sale to see if maybe mine was bad.",zebraunit22,4 months ago,From Las Vegas,Yes,No
1,Horrible service and unable to speak with an actual person,horrible customer service I've called several times needing help setting up my device and the automated system would hang up on me,Lippy,4 months ago,,Yes,No
1,Disappointed,"Windows updates failed no matter what I tried. After 4 hours with Dell tech support and then 3 hours with Microsoft tech support, the issue was unresolvable. Also experienced spinning windows circle for simple copy operation in Quicken app. How is that possible with such a powerful laptop? Killer wifi dashboard had completely nonsensical activity display. This laptop was nothing but trouble so returned for a refund.",Paul,5 months ago,From Fort Worth,Yes,No
1,"Arrived Late, Damaged, Overheats, Support is AI Generated","My first experience with Dell was not positive. I'm used to building my own PCs and buying second hand laptops, and I figured I'd finally try Alienware since I've heard such great things about it almost 20 years ago. It's clear Alienware no longer lives up to its past reputation and has fallen from grace. - Laptop arrived late. Almost 2 months in, and I still don't have a working product I paid for. - Dell initially refused to honor their price match guarantee. - Laptop runs hot sitting in desktop only (25-35% persistent CPU usage, no apps, after win update + reboot). - Laptop CPU sits at 100% with just Firefox on Google home page. - Laptop arrived damage, vent was ruined during assembly. - Dell's support was almost entirely AI generated. I agreed to a refund to end this ordeal. I will not be buying from Dell again.",Larwri,6 months ago,,Yes,No
1,Never a dell again,"After many previous dell/alienware purchases,this will be my last,and im gonna return it. Dealing with comenity and not being able to get support from dell led me to this decision.",Ed,6 months ago,"From Sterling hgts,mi.",Yes,No
